CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,ReportDate,OffenseCount,Year
Property,Downtown,8/13/18,0830,Larceny Offenses,Theft From Motor Vehicle,8/31/18,1,2018
Property,Downtown,10/6/18,1018,Larceny Offenses,Shoplifting,10/6/18,1,2018
Property,Downtown,10/20/18,1700,Larceny Offenses,Theft From Building,10/20/18,1,2018
Property,Downtown,11/16/18,1006,Larceny Offenses,Shoplifting,11/16/18,1,2018
Property,Downtown,11/17/18,1434,Larceny Offenses,Shoplifting,11/28/18,1,2018
Property,Downtown,1/13/18,2040,Robbery,Robbery,1/13/18,1,2018
Person,Downtown,3/30/18,1437,Assault Offenses,Simple Assault,3/30/18,1,2018
Society,Downtown,3/30/18,1437,Drug/Narcotic Offenses,Drug/Narcotic Violations,3/30/18,1,2018
Property,Downtown,3/23/18,1500,Counterfeiting/Forgery,Counterfeiting/Forgery,4/3/18,1,2018
Property,Downtown,4/12/18,1650,Larceny Offenses,Shoplifting,4/12/18,1,2018
Property,Downtown,4/25/18,1345,Vandalism,Vandalism,4/25/18,1,2018
Property,Downtown,5/7/18,2200,Larceny Offenses,All Other Larceny,5/8/18,1,2018
Property,Downtown,5/9/18,1130,Larceny Offenses,All Other Larceny,5/10/18,1,2018
Person,Downtown,7/31/18,1550,Assault Offenses,Simple Assault,7/31/18,1,2018
Property,Downtown,8/12/18,1845,Larceny Offenses,All Other Larceny,8/12/18,1,2018
Person,Downtown,8/20/18,0235,Assault Offenses,Simple Assault,8/20/18,1,2018
Property,Downtown,9/1/18,1900,Larceny Offenses,All Other Larceny,9/1/18,1,2018
Person,Downtown,9/3/18,0901,Assault Offenses,Simple Assault,9/3/18,2,2018
Property,Downtown,7/1/18,0800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,9/19/18,1,2018
Person,Downtown,10/4/18,0800,Assault Offenses,Simple Assault,10/4/18,1,2018
Property,Downtown,10/17/18,1800,Counterfeiting/Forgery,Counterfeiting/Forgery,10/18/18,1,2018
Person,Downtown,11/7/18,2030,Assault Offenses,Simple Assault,11/8/18,1,2018
Property,Downtown,11/23/18,2354,Larceny Offenses,All Other Larceny,11/23/18,1,2018
Property,Downtown,6/4/18,1835,Larceny Offenses,All Other Larceny,6/6/18,1,2018
Property,Downtown,9/17/18,1622,Fraud Offenses,Credit Card/ATM Fraud,9/17/18,1,2018
Property,Downtown,2/16/18,0120,Vandalism,Vandalism,2/16/18,1,2018
Property,Downtown,3/11/18,1720,Motor Vehicle Theft,Motor Vehicle Theft,3/11/18,1,2018
Property,Downtown,4/25/18,2100,Vandalism,Vandalism,4/26/18,1,2018
Property,Downtown,8/11/18,2012,Motor Vehicle Theft,Motor Vehicle Theft,8/15/18,1,2018
Property,Downtown,2/12/18,1815,Larceny Offenses,Theft From Motor Vehicle,2/13/18,1,2018
Property,Downtown,6/17/18,0900,Larceny Offenses,All Other Larceny,6/25/18,1,2018
Property,Downtown,7/20/18,2230,Larceny Offenses,Theft From Motor Vehicle,7/24/18,1,2018
Property,Downtown,8/6/18,1945,Larceny Offenses,Theft From Motor Vehicle,8/7/18,1,2018
Property,Downtown,8/9/18,1900,Larceny Offenses,Theft From Motor Vehicle,8/14/18,1,2018
Property,Downtown,8/29/18,1730,Larceny Offenses,Theft From Motor Vehicle,8/30/18,1,2018
Property,Downtown,10/19/18,0600,Larceny Offenses,All Other Larceny,10/24/18,1,2018
Person,Downtown,1/1/18,0225,Assault Offenses,Aggravated Assault,1/1/18,1,2018
Property,Downtown,1/6/18,2000,Larceny Offenses,Theft From Motor Vehicle,1/7/18,1,2018
Property,Downtown,1/12/18,1933,Robbery,Robbery,1/12/18,1,2018
Property,Downtown,1/12/18,0100,Larceny Offenses,All Other Larceny,1/13/18,1,2018
Property,Downtown,1/24/18,0921,Larceny Offenses,All Other Larceny,1/24/18,1,2018
Property,Downtown,1/28/18,0000,Larceny Offenses,Theft From Motor Vehicle,1/28/18,1,2018
Person,Downtown,2/24/18,2052,Assault Offenses,Simple Assault,2/24/18,1,2018
Property,Downtown,3/4/18,2304,Larceny Offenses,Theft From Motor Vehicle,3/4/18,1,2018
Property,Downtown,2/13/18,0000,Embezzlement,Embezzlement,5/2/18,1,2018
Property,Downtown,8/6/18,1114,Larceny Offenses,Shoplifting,8/6/18,1,2018
Person,Downtown,8/25/18,1600,Assault Offenses,Simple Assault,8/25/18,1,2018
Property,Downtown,1/15/18,0900,Vandalism,Vandalism,1/15/18,1,2018
Property,Downtown,1/16/18,1250,Vandalism,Vandalism,1/17/18,1,2018
Property,Downtown,2/22/18,1530,Larceny Offenses,Theft From Motor Vehicle,2/23/18,1,2018
Property,Downtown,3/15/18,0850,Larceny Offenses,Theft From Motor Vehicle,3/15/18,1,2018
Property,Downtown,4/17/18,1830,Larceny Offenses,Theft From Motor Vehicle,4/18/18,1,2018
Property,Downtown,4/25/18,1900,Larceny Offenses,Theft From Motor Vehicle,4/26/18,1,2018
Property,Downtown,5/5/18,0530,Vandalism,Vandalism,5/5/18,1,2018
Property,Downtown,5/28/18,1130,Larceny Offenses,Theft From Motor Vehicle,5/28/18,1,2018
Property,Downtown,6/9/18,0800,Larceny Offenses,Theft From Motor Vehicle,6/10/18,1,2018
Property,Downtown,7/2/18,1600,Vandalism,Vandalism,7/4/18,1,2018
Property,Downtown,7/18/18,0900,Larceny Offenses,Theft From Motor Vehicle,7/18/18,1,2018
Property,Downtown,7/22/18,1230,Larceny Offenses,Theft From Motor Vehicle,7/22/18,1,2018
Property,Downtown,7/23/18,1200,Larceny Offenses,Theft From Motor Vehicle,7/23/18,1,2018
Property,Downtown,7/24/18,0000,Larceny Offenses,Theft From Motor Vehicle,7/24/18,1,2018
Property,Downtown,7/24/18,0000,Larceny Offenses,Theft From Motor Vehicle,7/24/18,1,2018
Property,Downtown,7/23/18,1800,Larceny Offenses,Theft From Motor Vehicle,7/24/18,1,2018
Property,Downtown,7/28/18,1700,Larceny Offenses,Theft From Motor Vehicle,7/30/18,1,2018
Property,Downtown,8/6/18,1700,Larceny Offenses,All Other Larceny,8/7/18,1,2018
Property,Downtown,8/18/18,1130,Larceny Offenses,Theft From Motor Vehicle,8/18/18,1,2018
Property,Downtown,8/17/18,1625,Larceny Offenses,Theft From Motor Vehicle,8/20/18,1,2018
Property,Downtown,8/26/18,1730,Larceny Offenses,Theft From Motor Vehicle,8/27/18,1,2018
Property,Downtown,8/31/18,0100,Larceny Offenses,Theft From Motor Vehicle,8/31/18,1,2018
Property,Downtown,9/3/18,1005,Vandalism,Vandalism,9/3/18,1,2018
Property,Downtown,9/7/18,1820,Larceny Offenses,Theft From Motor Vehicle,9/8/18,1,2018
Property,Downtown,9/7/18,2000,Larceny Offenses,Theft From Motor Vehicle,9/8/18,1,2018
Property,Downtown,7/10/18,1520,Larceny Offenses,All Other Larceny,10/10/18,1,2018
Property,Downtown,10/13/18,1500,Larceny Offenses,Theft From Motor Vehicle,10/16/18,1,2018
Property,Downtown,10/19/18,1700,Larceny Offenses,Theft From Motor Vehicle,10/21/18,1,2018
Property,Downtown,10/21/18,1820,Larceny Offenses,Theft From Motor Vehicle,10/22/18,1,2018
Property,Downtown,10/30/18,0400,Burglary,Burglary,10/30/18,1,2018
Property,Downtown,12/5/18,1315,Larceny Offenses,Theft From Motor Vehicle,12/5/18,1,2018
Property,Downtown,7/27/18,2300,Larceny Offenses,All Other Larceny,7/28/18,1,2018
Property,Downtown,7/27/18,0033,Burglary,Burglary,7/30/18,1,2018
Property,Downtown,5/22/18,0500,Vandalism,Vandalism,5/22/18,1,2018
Property,Downtown,8/22/18,1400,Motor Vehicle Theft,Motor Vehicle Theft,8/31/18,1,2018
Property,Downtown,1/2/18,0900,Larceny Offenses,All Other Larceny,1/2/18,1,2018
Property,Downtown,2/10/18,0230,Larceny Offenses,Theft From Building,2/10/18,1,2018
Property,Downtown,5/31/18,1444,Larceny Offenses,Shoplifting,5/31/18,1,2018
Property,Downtown,8/17/18,2300,Larceny Offenses,Theft From Motor Vehicle,8/18/18,1,2018
Person,Downtown,9/3/18,0200,Assault Offenses,Aggravated Assault,9/3/18,1,2018
Property,Downtown,9/3/18,0200,Vandalism,Vandalism,9/3/18,1,2018
Property,Downtown,9/26/18,1830,Burglary,Burglary,9/27/18,1,2018
Property,Downtown,9/26/18,2000,Burglary,Burglary,9/27/18,1,2018
Property,Downtown,10/2/18,1716,Larceny Offenses,Shoplifting,10/2/18,1,2018
Property,Downtown,10/13/18,1457,Motor Vehicle Theft,Motor Vehicle Theft,10/13/18,1,2018
Property,Downtown,12/23/18,1245,Larceny Offenses,Shoplifting,12/23/18,1,2018
Property,Downtown,1/19/18,1000,Larceny Offenses,Shoplifting,1/22/18,1,2018
Property,Downtown,5/30/18,1600,Fraud Offenses,False Pretenses/Swindle/Confidence Game,5/31/18,1,2018
Property,Downtown,12/18/18,0800,Larceny Offenses,Theft From Building,12/19/18,1,2018
Property,Downtown,5/29/18,2200,Extortion/Blackmail,Extortion/Blackmail,5/30/18,1,2018
Property,Downtown,10/13/18,0743,Vandalism,Vandalism,10/13/18,1,2018
Property,Downtown,12/12/18,1325,Motor Vehicle Theft,Motor Vehicle Theft,12/12/18,1,2018
Person,Downtown,1/6/18,1905,Assault Offenses,Simple Assault,1/6/18,1,2018
Property,Downtown,1/6/18,1905,Larceny Offenses,Shoplifting,1/6/18,1,2018
Property,Downtown,1/11/18,1819,Larceny Offenses,All Other Larceny,1/11/18,1,2018
Property,Downtown,1/15/18,1655,Larceny Offenses,Shoplifting,1/15/18,1,2018
Property,Downtown,1/22/18,1534,Larceny Offenses,Shoplifting,1/22/18,1,2018
Society,Downtown,1/22/18,1534,Drug/Narcotic Offenses,Drug/Narcotic Violations,1/22/18,1,2018
Property,Downtown,2/13/18,1730,Fraud Offenses,False Pretenses/Swindle/Confidence Game,2/13/18,1,2018
Property,Downtown,2/13/18,1730,Fraud Offenses,Identity Theft,2/13/18,1,2018
Property,Downtown,2/25/18,1653,Larceny Offenses,Shoplifting,2/25/18,1,2018
Property,Downtown,3/17/18,1745,Larceny Offenses,Shoplifting,3/17/18,1,2018
Person,Downtown,3/19/18,1627,Assault Offenses,Simple Assault,3/19/18,1,2018
Property,Downtown,3/24/18,1543,Larceny Offenses,Shoplifting,3/24/18,1,2018
Property,Downtown,3/25/18,1210,Larceny Offenses,Shoplifting,3/25/18,1,2018
Property,Downtown,4/11/18,1500,Vandalism,Vandalism,4/11/18,1,2018
Property,Downtown,4/15/18,1330,Larceny Offenses,All Other Larceny,4/16/18,1,2018
Property,Downtown,4/19/18,1949,Robbery,Robbery,4/19/18,1,2018
Property,Downtown,5/8/18,1557,Larceny Offenses,Shoplifting,5/8/18,1,2018
Person,Downtown,5/13/18,2205,Assault Offenses,Simple Assault,5/13/18,1,2018
Property,Downtown,5/14/18,1514,Burglary,Burglary,5/14/18,1,2018
Person,Downtown,5/22/18,1410,Assault Offenses,Simple Assault,5/22/18,1,2018
Property,Downtown,6/8/18,1259,Larceny Offenses,Shoplifting,6/8/18,1,2018
Property,Downtown,6/14/18,1644,Embezzlement,Embezzlement,6/14/18,1,2018
Property,Downtown,7/6/18,1200,Larceny Offenses,Shoplifting,7/6/18,1,2018
Property,Downtown,7/12/18,1302,Larceny Offenses,Shoplifting,7/12/18,1,2018
Person,Downtown,8/17/18,1935,Assault Offenses,Intimidation,8/17/18,1,2018
Property,Downtown,9/5/18,1820,Larceny Offenses,Shoplifting,9/5/18,1,2018
Person,Downtown,9/10/18,1746,Assault Offenses,Simple Assault,9/10/18,1,2018
Person,Downtown,9/30/18,1807,Assault Offenses,Intimidation,9/30/18,1,2018
Property,Downtown,10/1/18,1551,Larceny Offenses,Shoplifting,10/1/18,1,2018
Society,Downtown,10/1/18,1551,Drug/Narcotic Offenses,Drug/Narcotic Violations,10/1/18,1,2018
Property,Downtown,10/10/18,1415,Larceny Offenses,Shoplifting,10/10/18,1,2018
Property,Downtown,10/16/18,1945,Robbery,Robbery,10/16/18,1,2018
Property,Downtown,11/7/18,1342,Larceny Offenses,Shoplifting,11/7/18,1,2018
Property,Downtown,11/7/18,1342,Vandalism,Vandalism,11/7/18,1,2018
Property,Downtown,11/23/18,1808,Vandalism,Vandalism,11/23/18,1,2018
Property,Downtown,11/25/18,1817,Larceny Offenses,Shoplifting,11/25/18,1,2018
Property,Downtown,11/26/18,1515,Larceny Offenses,All Other Larceny,11/28/18,1,2018
Property,Downtown,1/4/18,1310,Larceny Offenses,Shoplifting,1/4/18,1,2018
Property,Downtown,1/31/18,1900,Larceny Offenses,Shoplifting,2/1/18,1,2018
Property,Downtown,2/6/18,1240,Larceny Offenses,Shoplifting,2/6/18,1,2018
Property,Downtown,2/7/18,1800,Larceny Offenses,Shoplifting,2/9/18,1,2018
Property,Downtown,2/13/18,1953,Larceny Offenses,Shoplifting,2/16/18,1,2018
Property,Downtown,2/21/18,1900,Larceny Offenses,Shoplifting,2/24/18,1,2018
Property,Downtown,3/5/18,1613,Larceny Offenses,Shoplifting,3/8/18,1,2018
Property,Downtown,3/9/18,1200,Larceny Offenses,Shoplifting,3/11/18,1,2018
Property,Downtown,4/24/18,1450,Vandalism,Vandalism,4/24/18,1,2018
Property,Downtown,5/1/18,1530,Larceny Offenses,Shoplifting,5/1/18,1,2018
Property,Downtown,5/15/18,1210,Larceny Offenses,Shoplifting,5/16/18,1,2018
Property,Downtown,6/28/18,1107,Larceny Offenses,Shoplifting,7/4/18,1,2018
Property,Downtown,7/14/18,1435,Larceny Offenses,Shoplifting,7/20/18,1,2018
Property,Downtown,7/20/18,1753,Larceny Offenses,Shoplifting,7/24/18,1,2018
Property,Downtown,8/9/18,1005,Larceny Offenses,Shoplifting,8/11/18,1,2018
Property,Downtown,8/31/18,2300,Larceny Offenses,Theft From Building,9/1/18,1,2018
Property,Downtown,9/28/18,1242,Larceny Offenses,Shoplifting,10/3/18,1,2018
Property,Downtown,9/30/18,1332,Burglary,Burglary,10/5/18,1,2018
Property,Downtown,9/26/18,1230,Larceny Offenses,Shoplifting,10/5/18,1,2018
Property,Downtown,10/9/18,2255,Larceny Offenses,Theft From Motor Vehicle,10/10/18,1,2018
Property,Downtown,12/4/18,1523,Larceny Offenses,Shoplifting,12/4/18,1,2018
Property,Downtown,1/19/18,0730,Larceny Offenses,Theft From Building,1/19/18,1,2018
Property,Downtown,5/27/18,1857,Motor Vehicle Theft,Motor Vehicle Theft,5/27/18,1,2018
Property,Downtown,6/23/18,1600,Larceny Offenses,Theft From Motor Vehicle,6/24/18,1,2018
Property,Downtown,10/21/18,1200,Larceny Offenses,All Other Larceny,12/4/18,1,2018
Property,Downtown,12/13/18,1839,Larceny Offenses,Shoplifting,12/13/18,1,2018
Property,Downtown,5/28/18,1100,Larceny Offenses,All Other Larceny,6/1/18,1,2018
Person,Downtown,12/18/18,2200,Assault Offenses,Simple Assault,12/18/18,1,2018
Property,Downtown,7/16/18,2000,Larceny Offenses,Theft From Motor Vehicle,7/17/18,1,2018
Property,Downtown,8/27/18,1800,Larceny Offenses,Theft From Motor Vehicle,8/28/18,1,2018
Property,Downtown,1/2/18,1607,Larceny Offenses,Theft From Building,1/2/18,1,2018
Property,Downtown,3/9/18,1839,Larceny Offenses,Pocket-Picking,3/9/18,1,2018
Property,Downtown,4/10/18,2300,Larceny Offenses,Theft From Building,4/12/18,1,2018
Property,Downtown,5/21/18,1304,Robbery,Robbery,5/21/18,1,2018
Property,Downtown,9/9/18,0415,Larceny Offenses,Theft From Building,9/12/18,1,2018
Property,Downtown,6/15/18,1248,Larceny Offenses,Shoplifting,6/15/18,1,2018
Property,Downtown,6/30/18,1035,Larceny Offenses,Shoplifting,6/30/18,1,2018
Property,Downtown,8/17/18,0912,Fraud Offenses,Identity Theft,8/17/18,1,2018
Property,Downtown,4/12/18,2115,Larceny Offenses,Theft From Coin-Operated Machine or Device,4/12/18,1,2018
Property,Downtown,4/12/18,2115,Vandalism,Vandalism,4/12/18,1,2018
Person,Downtown,4/18/18,1829,Assault Offenses,Simple Assault,4/18/18,1,2018
Property,Downtown,4/18/18,1829,Vandalism,Vandalism,4/18/18,1,2018
Property,Downtown,7/31/18,1330,Larceny Offenses,Theft From Building,8/1/18,1,2018
Property,Downtown,9/9/18,0934,Vandalism,Vandalism,9/17/18,1,2018
Person,Downtown,11/24/18,1450,Assault Offenses,Intimidation,11/24/18,1,2018
Person,Downtown,11/27/18,0550,Assault Offenses,Simple Assault,11/27/18,1,2018
Property,Downtown,3/22/18,2215,Larceny Offenses,Theft From Motor Vehicle,3/22/18,1,2018
Property,Downtown,10/25/18,1300,Larceny Offenses,Theft From Building,10/29/18,1,2018
Property,Downtown,10/25/18,1300,Larceny Offenses,Theft From Building,10/25/18,1,2018
Property,Downtown,1/19/18,0429,Larceny Offenses,All Other Larceny,1/19/18,1,2018
Property,Downtown,4/20/18,1630,Larceny Offenses,Shoplifting,4/20/18,1,2018
Property,Downtown,10/30/18,1626,Robbery,Robbery,10/30/18,1,2018
Property,Downtown,3/4/18,1127,Vandalism,Vandalism,3/4/18,1,2018
Property,Downtown,4/20/18,0532,Burglary,Burglary,4/20/18,1,2018
Person,Downtown,11/3/02,1800,Assault Offenses,Simple Assault,11/19/18,1,2018
Property,Downtown,12/28/18,2331,Vandalism,Vandalism,12/28/18,1,2018
Property,Downtown,5/20/18,2227,Larceny Offenses,All Other Larceny,5/20/18,1,2018
Person,Downtown,6/9/18,0236,Assault Offenses,Simple Assault,6/9/18,1,2018
Property,Downtown,9/16/18,1842,Larceny Offenses,Shoplifting,9/16/18,1,2018
Property,Downtown,11/7/18,1444,Larceny Offenses,Theft From Building,11/8/18,1,2018
Property,Downtown,5/1/18,0530,Fraud Offenses,Identity Theft,5/1/18,1,2018
Property,Downtown,5/1/18,0530,Larceny Offenses,All Other Larceny,5/1/18,1,2018
Property,Downtown,4/7/18,2310,Larceny Offenses,All Other Larceny,12/6/18,1,2018
Property,Downtown,2/9/18,0403,Motor Vehicle Theft,Motor Vehicle Theft,2/9/18,1,2018
Property,Downtown,5/3/18,1900,Larceny Offenses,Theft From Motor Vehicle,5/3/18,1,2018
Property,Downtown,8/20/18,2300,Fraud Offenses,False Pretenses/Swindle/Confidence Game,8/20/18,1,2018
Property,Downtown,9/18/18,0859,Vandalism,Vandalism,9/18/18,1,2018
Society,Downtown,9/18/18,0859,Drug/Narcotic Offenses,Drug/Narcotic Violations,9/18/18,1,2018
Property,Downtown,10/15/18,0741,Robbery,Robbery,10/15/18,1,2018
Property,Downtown,10/27/18,1316,Fraud Offenses,Credit Card/ATM Fraud,10/27/18,1,2018
Property,Downtown,8/21/18,1945,Larceny Offenses,Theft From Motor Vehicle,8/21/18,1,2018
Property,Downtown,9/12/18,0630,Larceny Offenses,Theft From Motor Vehicle,9/12/18,1,2018
Property,Downtown,5/1/18,1331,Larceny Offenses,Theft From Motor Vehicle,5/1/18,1,2018
Property,Downtown,9/17/18,1400,Vandalism,Vandalism,9/18/18,1,2018
Property,Downtown,10/9/18,1112,Vandalism,Vandalism,10/9/18,1,2018
Society,Downtown,10/9/18,1112,Drug/Narcotic Offenses,Drug Equipment Violations,10/9/18,1,2018
Property,Downtown,12/24/18,1545,Larceny Offenses,Theft From Motor Vehicle,12/24/18,1,2018
Property,Downtown,1/24/18,1000,Larceny Offenses,Theft From Motor Vehicle,1/25/18,1,2018
Property,Downtown,4/3/18,0900,Vandalism,Vandalism,4/7/18,1,2018
Property,Downtown,7/22/18,2145,Vandalism,Vandalism,7/23/18,1,2018
Property,Downtown,8/12/18,1500,Larceny Offenses,Theft From Motor Vehicle,8/13/18,1,2018
Property,Downtown,8/18/18,0130,Larceny Offenses,Theft From Motor Vehicle,8/20/18,1,2018
Property,Downtown,8/20/18,0900,Larceny Offenses,Theft From Motor Vehicle,8/20/18,1,2018
Property,Downtown,8/29/18,2133,Vandalism,Vandalism,8/30/18,1,2018
Property,Downtown,10/19/18,1815,Larceny Offenses,Theft From Motor Vehicle,10/20/18,1,2018
Property,Downtown,10/19/18,1643,Larceny Offenses,Theft From Motor Vehicle,10/19/18,1,2018
Property,Downtown,12/9/18,0120,Larceny Offenses,Theft From Motor Vehicle,12/10/18,1,2018
Property,Downtown,12/16/18,1500,Larceny Offenses,Theft From Motor Vehicle,12/17/18,1,2018
Property,Downtown,12/28/18,2015,Larceny Offenses,Theft From Motor Vehicle,12/30/18,1,2018
Property,Downtown,11/14/18,1315,Counterfeiting/Forgery,Counterfeiting/Forgery,11/16/18,1,2018
Property,Downtown,5/16/18,2230,Larceny Offenses,Theft From Motor Vehicle,5/17/18,1,2018
Property,Downtown,7/30/18,0830,Larceny Offenses,All Other Larceny,8/5/18,1,2018
Property,Downtown,2/27/18,1725,Larceny Offenses,Theft From Building,2/27/18,1,2018
Property,Downtown,3/28/18,1200,Larceny Offenses,Shoplifting,3/28/18,1,2018
Property,Downtown,5/5/18,1008,Vandalism,Vandalism,5/5/18,1,2018
Property,Downtown,5/22/18,1114,Counterfeiting/Forgery,Counterfeiting/Forgery,5/22/18,1,2018
Property,Downtown,5/22/18,1114,Fraud Offenses,Identity Theft,5/22/18,1,2018
Property,Downtown,9/17/18,1645,Counterfeiting/Forgery,Counterfeiting/Forgery,9/19/18,1,2018
Property,Downtown,10/4/18,2214,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,10/4/18,1,2018
Person,Downtown,11/1/18,0924,Assault Offenses,Aggravated Assault,11/1/18,1,2018
Property,Downtown,4/4/18,0000,Larceny Offenses,All Other Larceny,4/4/18,1,2018
Property,Downtown,7/1/18,0200,Larceny Offenses,All Other Larceny,7/9/18,1,2018
Property,Downtown,11/15/18,1000,Larceny Offenses,Shoplifting,11/15/18,1,2018
Property,Downtown,6/18/18,2130,Arson,Arson,6/19/18,1,2018
Society,Downtown,1/14/18,1000,Weapon Law Violations,Weapons Law Violations,1/14/18,1,2018
Property,Downtown,1/26/18,1715,Larceny Offenses,All Other Larceny,1/27/18,1,2018
Person,Downtown,2/17/18,1500,Assault Offenses,Simple Assault,2/17/18,1,2018
Property,Downtown,2/27/18,1810,Larceny Offenses,All Other Larceny,2/27/18,1,2018
Property,Downtown,3/24/18,1222,Larceny Offenses,Theft From Building,3/24/18,1,2018
Property,Downtown,3/25/18,1916,Motor Vehicle Theft,Motor Vehicle Theft,3/25/18,1,2018
Property,Downtown,4/3/18,1915,Counterfeiting/Forgery,Counterfeiting/Forgery,4/3/18,1,2018
Property,Downtown,4/7/18,1420,Larceny Offenses,All Other Larceny,4/7/18,1,2018
Person,Downtown,4/7/18,1125,Assault Offenses,Intimidation,4/16/18,1,2018
Property,Downtown,5/6/18,1800,Robbery,Robbery,5/6/18,1,2018
Property,Downtown,5/14/18,1645,Larceny Offenses,Theft From Building,5/15/18,1,2018
Property,Downtown,5/18/18,1745,Burglary,Burglary,5/21/18,1,2018
Person,Downtown,6/20/18,1200,Assault Offenses,Aggravated Assault,6/22/18,1,2018
Property,Downtown,6/26/18,1000,Larceny Offenses,All Other Larceny,6/26/18,1,2018
Property,Downtown,6/23/18,0900,Larceny Offenses,All Other Larceny,6/27/18,1,2018
Property,Downtown,8/10/18,1308,Motor Vehicle Theft,Motor Vehicle Theft,8/10/18,1,2018
Person,Downtown,8/29/18,1429,Assault Offenses,Simple Assault,8/29/18,1,2018
Property,Downtown,9/1/18,0300,Robbery,Robbery,9/1/18,1,2018
Property,Downtown,9/13/18,1237,Counterfeiting/Forgery,Counterfeiting/Forgery,9/13/18,1,2018
